Component_ID,Component_Name,Product_Model_Name,Material_Spec,Feature_Spec,Product_Description,Cross_Reference_Compatibility,Category_Key,SubCategory_Key,Quality_Key,Unit_of_Measure,Price_Local,Currency,Price_USD,Manufacturer,Country_Source,URL_Image,Notes,Category_SubCategory_Key
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-AR-MITSUBISHIELECTRIC-MITSUBISHIELECTRICMSZLN50VG,Aire Acondicionado Premium,Mitsubishi Electric MSZ-LN50VG,Inverter,Certificaciones: ISO 9001; Eficiencia energética: Clase A+++; Conectividad Wi-Fi,Aire acondicionado Mitsubishi Electric MSZ-LN50VG con diseño moderno.,Compatible con sistemas de domótica,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$245,000",ARS,,Mitsubishi Electric,7,https://www.sodimac.com.ar/mitsubishi-msz-ln50vg,Tecnología japonesa,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-AR-PANASONIC-PANASONICETHEREACSZ50VKEW,Aire Acondicionado Premium,Panasonic Etherea CS-Z50VKEW,Inverter,Certificaciones: ISO 9001; Eficiencia energética: Clase A+++; Conectividad Wi-Fi,Aire acondicionado Panasonic Etherea CS-Z50VKEW con diseño funcional.,Compatible con sistemas de domótica,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$248,000",ARS,,Panasonic,7,https://www.sodimac.com.ar/panasonic-etherea-cs-z50vkew,Confort superior,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-BR-DAIKIN-DAIKINDKNPREM45,Daikin Premium Split 4500W,Daikin DKN-PREM45,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Daikin Premium Split 4500W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,$820,USD,,Daikin,24,Check Code,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-BR-MITSUBISHI-MITSUBISHIMTSAP50,MSZ-AP Series 5000W,Mitsubishi MTS-AP50,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,MSZ-AP Series 5000W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,$950,USD,,Mitsubishi,24,Check Code,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-CL-DAIKIN-DAIKINDKNPREM45,Daikin Premium Split 4500W,Daikin DKN-PREM45,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Daikin Premium Split 4500W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$780,009",CLP,,Daikin,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-CL-MITSUBISHI-MITSUBISHIMTSAP50,MSZ-AP Series 5000W,Mitsubishi MTS-AP50,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,MSZ-AP Series 5000W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$903,669",CLP,,Mitsubishi,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-PY-DAIKIN-DAIKINDKNPREM45,Daikin Premium Split 4500W,Daikin DKN-PREM45,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Daikin Premium Split 4500W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$6,565,859",PYG,,Daikin,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-PY-MITSUBISHI-MITSUBISHIMTSAP50,MSZ-AP Series 5000W,Mitsubishi MTS-AP50,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,MSZ-AP Series 5000W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$7,606,788",PYG,,Mitsubishi,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-PREMIUM-UY-DAIKIN-DAIKINEMURAFTXG50LSAIREACONDICIONADO,Aire Acondicionado Premium 1,Daikin Emura FTXG50LS Aire Acondicionado,"Plástico, metal",Inverter; Wi-Fi control; Bajo consumo energético,Aire acondicionado split de alta eficiencia con control inteligente.,Compatible con sistemas de domótica,HVAC_SYSTEM,AIR_CONDITIONING,PREMIUM,Pieza,"$60,000",UYU,,Daikin,188,http://juancon,,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-BOILERSFURNACES-PREMIUM-AR-BAXI-BAXIBAXDTC,Caldera Duo-Tec Compact,Baxi BAX-DTC,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Caldera Duo-Tec Compact for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,BOILERS_FURNACES,PREMIUM,Pieza,"$1,149,164",ARS,,Baxi,7,0.0008527936,Auto-generated entry,HVAC_SYSTEM|BOILERS_FURNACES
COMP-HVACSYSTEM-BOILERSFURNACES-PREMIUM-BR-BAXI-BAXIBAXDTC,Caldera Duo-Tec Compact,Baxi BAX-DTC,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Caldera Duo-Tec Compact for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,BOILERS_FURNACES,PREMIUM,Pieza,$980,USD,,Baxi,24,Check Code,Auto-generated entry,HVAC_SYSTEM|BOILERS_FURNACES
COMP-HVACSYSTEM-BOILERSFURNACES-PREMIUM-CL-BOSCH-BOSCHCALDERAPREMIUM,Caldera,Bosch - Caldera Premium,Acero de alta calidad,Eficiencia avanzada,Caldera de acero premium con alta eficiencia energética,Compatible con sistemas HVAC premium,HVAC_SYSTEM,BOILERS_FURNACES,PREMIUM,Pieza,"$400,000",CLP,,Bosch,35,,Caldera premium para calefacción de alta calidad,HVAC_SYSTEM|BOILERS_FURNACES
COMP-HVACSYSTEM-BOILERSFURNACES-PREMIUM-PY-BAXI-BAXIBAXDTC,Caldera Duo-Tec Compact,Baxi BAX-DTC,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Caldera Duo-Tec Compact for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,BOILERS_FURNACES,PREMIUM,Pieza,"$7,847,002",PYG,,Baxi,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|BOILERS_FURNACES
COMP-HVACSYSTEM-BOILERSFURNACES-PREMIUM-UY-BAXI-BAXIBAXDTC,Caldera Duo-Tec Compact,Baxi BAX-DTC,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Caldera Duo-Tec Compact for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,BOILERS_FURNACES,PREMIUM,Pieza,"$41,116",UYU,,Baxi,188,0.023835,Auto-generated entry,HVAC_SYSTEM|BOILERS_FURNACES
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-AR-CLIMADESIGN-CLIMADESIGNNEOCABLEPREMIUM,Pisos Calefaccioneados Premium,Climadesign Neocable Premium,Tubos PEX,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Control digital,Sistema de piso radiante Climadesign Neocable Premium con tecnología avanzada.,Compatible con termostatos inteligentes,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,m²,"$10,000",ARS,,Climadesign,7,https://www.climadesign.com.ar/neocable-premium,Confort máximo,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-AR-GREENHAUS-GREENHAUSREHAUPREMIUM,Pisos Calefaccioneados Premium,Greenhaus Rehau Premium,Tubos PEX,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Control digital,Sistema de piso radiante Greenhaus Rehau Premium con diseño sostenible.,Compatible con termostatos inteligentes,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,m²,"$9,800",ARS,,Greenhaus,7,https://www.greenhaus.com.ar/rehau-premium,Sostenibilidad premium,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-AR-RADIANTHEATING-RADIANTHEATINGELITE,Pisos Calefaccioneados Premium,Radiant Heating Elite,Tubos PEX,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Control digital,Sistema de piso radiante Radiant Heating Elite con tecnología europea.,Compatible con termostatos inteligentes,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,m²,"$9,900",ARS,,Radiant Heating,7,https://www.radiant,,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-BR-DEVI-DEVIDEVIP150,DEVIcomfort Premium 150T,Devi DEVI-P150,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,DEVIcomfort Premium 150T,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,$295,USD,,Devi,24,Check Code,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-BR-NUHEAT-NUHEATNUHCSTM,Nuheat Custom Mat,Nuheat NUH-CSTM,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Nuheat Custom Mat,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,$280,USD,,Nuheat,24,Check Code,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-CL-DEVI-DEVIDEVIP150,DEVIcomfort Premium 150T,Devi DEVI-P150,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,DEVIcomfort Premium 150T,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$280,613",CLP,,Devi,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-CL-NUHEAT-NUHEATNUHCSTM,Nuheat Custom Mat,Nuheat NUH-CSTM,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Nuheat Custom Mat,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$266,344",CLP,,Nuheat,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-PY-DEVI-DEVIDEVIP150,DEVIcomfort Premium 150T,Devi DEVI-P150,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,DEVIcomfort Premium 150T,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$2,362,108",PYG,,Devi,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-PY-NUHEAT-NUHEATNUHCSTM,Nuheat Custom Mat,Nuheat NUH-CSTM,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Nuheat Custom Mat,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$2,242,001",PYG,,Nuheat,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-UY-DEVI-DEVIDEVIP150,DEVIcomfort Premium 150T,Devi DEVI-P150,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,DEVIcomfort Premium 150T,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$12,377",UYU,,Devi,188,0.023835,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATEDFLOORS-PREMIUM-UY-NUHEAT-NUHEATNUHCSTM,Nuheat Custom Mat,Nuheat NUH-CSTM,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Nuheat Custom Mat,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATED_FLOORS,PREMIUM,Pieza,"$11,747",UYU,,Nuheat,188,0.023835,Auto-generated entry,HVAC_SYSTEM|HEATED_FLOORS
COMP-HVACSYSTEM-HEATING-PREMIUM-AR-JUNKERS-JUNKERSCERAPURSMARTZWB283C,Calefacción Premium,Junkers CerapurSmart ZWB 28-3C,Acero inoxidable,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Conectividad Wi-Fi,Caldera Junkers CerapurSmart ZWB 28-3C con tecnología de condensación.,Compatible con sistemas de domótica,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$148,000",ARS,,Junkers,7,https://www.sodimac.com.ar/junkers-cerapursmart-zwb-28-3c,Tecnología alemana,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-AR-PEISA-PEISARADIANTPR3000,Calefacción Premium,PEISA Radiant PR-3000,Acero inoxidable,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Conectividad Wi-Fi,Calefactor radiante PEISA Radiant PR-3000 con tecnología avanzada.,Compatible con sistemas de domótica,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$150,000",ARS,,PEISA,7,https://peisa.com.ar/radiant-pr-3000,Eficiencia máxima,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-AR-SAUNIERDUVAL-SAUNIERDUVALTHEMAFAST30,Calefacción Premium,Saunier Duval ThemaFast 30,Acero inoxidable,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Conectividad Wi-Fi,Caldera Saunier Duval ThemaFast 30 con tecnología de condensación.,Compatible con sistemas de domótica,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$145,000",ARS,,Saunier Duval,7,https://www.sodimac.com.ar/saunier-duval-themafast-30,Tecnología francesa,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-BR-BOSCH-BOSCHBOSCON,Bosch Calefactor Condensación,Bosch BOS-CON,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Bosch Calefactor Condensación,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,$620,USD,,Bosch,24,Check Code,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-BR-PEISA-PEISAPEIDF,Peisa Doble Función Radiador,Peisa PEI-DF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Peisa Doble Función Radiador,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,$680,USD,,Peisa,24,Check Code,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-CL-BOSCH-BOSCHBOSCON,Bosch Calefactor Condensación,Bosch BOS-CON,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Bosch Calefactor Condensación,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$589,763",CLP,,Bosch,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-CL-PEISA-PEISAPEIDF,Peisa Doble Función Radiador,Peisa PEI-DF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Peisa Doble Función Radiador,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$646,836",CLP,,Peisa,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-PY-BOSCH-BOSCHBOSCON,Bosch Calefactor Condensación,Bosch BOS-CON,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Bosch Calefactor Condensación,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$4,964,430",PYG,,Bosch,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-PY-PEISA-PEISAPEIDF,Peisa Doble Función Radiador,Peisa PEI-DF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Peisa Doble Función Radiador,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$5,444,859",PYG,,Peisa,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-UY-BOSCH-BOSCHBOSCON,Bosch Calefactor Condensación,Bosch BOS-CON,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Bosch Calefactor Condensación,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$26,012",UYU,,Bosch,188,0.023835,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATING-PREMIUM-UY-PEISA-PEISAPEIDF,Peisa Doble Función Radiador,Peisa PEI-DF,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Peisa Doble Función Radiador,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEATING,PREMIUM,Pieza,"$28,529",UYU,,Peisa,188,0.023835,Auto-generated entry,HVAC_SYSTEM|HEATING
COMP-HVACSYSTEM-HEATRECOVERYVENTILATION-PREMIUM-AR-ZEHNDER-ZEHNDERZHDQ600,ComfoAir Q600 ST,Zehnder ZHD-Q600,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,ComfoAir Q600 ST,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEAT_RECOVERY_VENTILATION,PREMIUM,Pieza,"$1,465,771",ARS,,Zehnder,7,0.0008527936,Auto-generated entry,HVAC_SYSTEM|HEAT_RECOVERY_VENTILATION
COMP-HVACSYSTEM-HEATRECOVERYVENTILATION-PREMIUM-BR-ZEHNDER-ZEHNDERZHDQ600,ComfoAir Q600 ST,Zehnder ZHD-Q600,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,ComfoAir Q600 ST,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEAT_RECOVERY_VENTILATION,PREMIUM,Pieza,"$1,250",USD,,Zehnder,24,Check Code,Auto-generated entry,HVAC_SYSTEM|HEAT_RECOVERY_VENTILATION
COMP-HVACSYSTEM-HEATRECOVERYVENTILATION-PREMIUM-CL-DAIKIN-DAIKINSISTEMAVRVPREMIUM,Ventilación con recuperación de calor,Daikin - Sistema VRV Premium,Materiales mixtos,Eficiencia avanzada,Sistema de ventilación con recuperación de calor premium,Compatible con sistemas HVAC premium,HVAC_SYSTEM,HEAT_RECOVERY_VENTILATION,PREMIUM,Pieza,"$300,000",CLP,,Daikin,35,,Sistema premium de ventilación con recuperación,HVAC_SYSTEM|HEAT_RECOVERY_VENTILATION
COMP-HVACSYSTEM-HEATRECOVERYVENTILATION-PREMIUM-PY-ZEHNDER-ZEHNDERZHDQ600,ComfoAir Q600 ST,Zehnder ZHD-Q600,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,ComfoAir Q600 ST,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEAT_RECOVERY_VENTILATION,PREMIUM,Pieza,"$10,008,931",PYG,,Zehnder,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|HEAT_RECOVERY_VENTILATION
COMP-HVACSYSTEM-HEATRECOVERYVENTILATION-PREMIUM-UY-ZEHNDER-ZEHNDERZHDQ600,ComfoAir Q600 ST,Zehnder ZHD-Q600,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,ComfoAir Q600 ST,Compatible with Haüsa control interfaces,HVAC_SYSTEM,HEAT_RECOVERY_VENTILATION,PREMIUM,Pieza,"$52,444",UYU,,Zehnder,188,0.023835,Auto-generated entry,HVAC_SYSTEM|HEAT_RECOVERY_VENTILATION
COMP-HVACSYSTEM-MECHANICALVENTILATION-PREMIUM-AR-SYSTEMAIR-SYSTEMAIRSYSBX800,Box Fan Premium 800m³/h,Systemair SYS-BX800,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Box Fan Premium 800m³/h,Compatible with Haüsa control interfaces,HVAC_SYSTEM,MECHANICAL_VENTILATION,PREMIUM,Pieza,"$205,208",ARS,,Systemair,7,0.0008527936,Auto-generated entry,HVAC_SYSTEM|MECHANICAL_VENTILATION
COMP-HVACSYSTEM-MECHANICALVENTILATION-PREMIUM-BR-SYSTEMAIR-SYSTEMAIRSYSBX800,Box Fan Premium 800m³/h,Systemair SYS-BX800,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Box Fan Premium 800m³/h,Compatible with Haüsa control interfaces,HVAC_SYSTEM,MECHANICAL_VENTILATION,PREMIUM,Pieza,$175,USD,,Systemair,24,Check Code,Auto-generated entry,HVAC_SYSTEM|MECHANICAL_VENTILATION
COMP-HVACSYSTEM-MECHANICALVENTILATION-PREMIUM-CL-MITSUBISHI-MITSUBISHISISTEMAVMCPREMIUM,Ventilación mecánica controlada,Mitsubishi - Sistema VMC Premium,Materiales mixtos,Eficiencia avanzada,Sistema de ventilación mecánica controlada premium,Compatible con sistemas HVAC premium,HVAC_SYSTEM,MECHANICAL_VENTILATION,PREMIUM,Pieza,"$200,000",CLP,,Mitsubishi,35,,Sistema premium de ventilación mecánica,HVAC_SYSTEM|MECHANICAL_VENTILATION
COMP-HVACSYSTEM-MECHANICALVENTILATION-PREMIUM-PY-SYSTEMAIR-SYSTEMAIRSYSBX800,Box Fan Premium 800m³/h,Systemair SYS-BX800,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Box Fan Premium 800m³/h,Compatible with Haüsa control interfaces,HVAC_SYSTEM,MECHANICAL_VENTILATION,PREMIUM,Pieza,"$1,401,250",PYG,,Systemair,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|MECHANICAL_VENTILATION
COMP-HVACSYSTEM-MECHANICALVENTILATION-PREMIUM-UY-SYSTEMAIR-SYSTEMAIRSYSBX800,Box Fan Premium 800m³/h,Systemair SYS-BX800,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Box Fan Premium 800m³/h,Compatible with Haüsa control interfaces,HVAC_SYSTEM,MECHANICAL_VENTILATION,PREMIUM,Pieza,"$7,342",UYU,,Systemair,188,0.023835,Auto-generated entry,HVAC_SYSTEM|MECHANICAL_VENTILATION
COMP-HVACSYSTEM-RADIATORS-PREMIUM-AR-RUNTAL-RUNTALRNTVLX,Diseño Vertical Luxe,Runtal RNT-VLX,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Diseño Vertical Luxe for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,RADIATORS,PREMIUM,Pieza,"$281,428",ARS,,Runtal,7,0.0008527936,Auto-generated entry,HVAC_SYSTEM|RADIATORS
COMP-HVACSYSTEM-RADIATORS-PREMIUM-BR-RUNTAL-RUNTALRNTVLX,Diseño Vertical Luxe,Runtal RNT-VLX,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Diseño Vertical Luxe for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,RADIATORS,PREMIUM,Pieza,$240,USD,,Runtal,24,Check Code,Auto-generated entry,HVAC_SYSTEM|RADIATORS
COMP-HVACSYSTEM-RADIATORS-PREMIUM-CL-RUNTAL-RUNTALRNTVLX,Diseño Vertical Luxe,Runtal RNT-VLX,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Diseño Vertical Luxe for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,RADIATORS,PREMIUM,Pieza,"$228,295",CLP,,Runtal,35,0.00105127046,Auto-generated entry,HVAC_SYSTEM|RADIATORS
COMP-HVACSYSTEM-RADIATORS-PREMIUM-PY-RUNTAL-RUNTALRNTVLX,Diseño Vertical Luxe,Runtal RNT-VLX,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Diseño Vertical Luxe for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,RADIATORS,PREMIUM,Pieza,"$1,921,715",PYG,,Runtal,137,0.000124888459,Auto-generated entry,HVAC_SYSTEM|RADIATORS
COMP-HVACSYSTEM-RADIATORS-PREMIUM-UY-RUNTAL-RUNTALRNTVLX,Diseño Vertical Luxe,Runtal RNT-VLX,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Diseño Vertical Luxe for basic Includes core,Compatible with Haüsa control interfaces,HVAC_SYSTEM,RADIATORS,PREMIUM,Pieza,"$10,069",UYU,,Runtal,188,0.023835,Auto-generated entry,HVAC_SYSTEM|RADIATORS
COMP-HVACSYSTEM-AIRCONDITIONING-STANDARD-AR-BGH-BGHSILENTAIR12000BTU,Aire Acondicionado Estándar,BGH Silent Air 12000 BTU,Plástico y Metal,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Silencioso,BGH Silent Air split de 12000 BTU para espacios medianos con alta eficiencia.,Compatible con instalaciones estándar,HVAC_SYSTEM,AIR_CONDITIONING,STANDARD,Pieza,"$60,000",ARS,,BGH,7,https://www.sodimac.com.ar/bgh-silent-air-12000-btu,Silencioso y eficiente,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-STANDARD-AR-CARRIER-CARRIERSPLIT12000BTU,Aire Acondicionado Estándar,Carrier Split 12000 BTU,Plástico y Metal,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Silencioso,Aire acondicionado split de 12000 BTU para espacios grandes.,Compatible con instalaciones estándar,HVAC_SYSTEM,AIR_CONDITIONING,STANDARD,Pieza,"$65,000",ARS,,Carrier,7,https://www.sodimac.com.ar/carrier-split-12000-btu,Alta capacidad,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-STANDARD-AR-SIEMENS-SIEMENSSPLIT10000BTU,Aire Acondicionado Estándar,Siemens Split 10000 BTU,Plástico y Metal,Certificaciones: ISO 9001; Eficiencia energética: Clase A; Silencioso,Aire acondicionado split de 10000 BTU para espacios medianos.,Compatible con instalaciones estándar,HVAC_SYSTEM,AIR_CONDITIONING,STANDARD,Pieza,"$55,000",ARS,,Siemens,7,https://www.sodimac.com.ar/siemens-split-10000-btu,Diseño funcional,HVAC_SYSTEM|AIR_CONDITIONING
COMP-HVACSYSTEM-AIRCONDITIONING-STANDARD-BR-ELECTROLUX-ELECTROLUXELX32INV,Split Inverter 3200W,Electrolux ELX-32INV,Plastic and electronics,Certifications: ISO 9001; Wi-Fi enabled; Energy-saving,Split Inverter 3200W,Compatible with Haüsa control interfaces,HVAC_SYSTEM,AIR_CONDITIONING,STANDARD,Pieza,$490,USD,,Electrolux,24,Check Code,Auto-generated entry,HVAC_SYSTEM|AIR_CONDITIONING
